,ticker,sh_name,buy_date,buy_price,sell_date,sell_price,shares_bought,notional_bought,notional_sold
348,CHTR,CHARTER COMMUNICATIONS INC N,2017-11-14,336.809998,2018-02-14,358.940002,,,
349,FB,FACEBOOK INC,2017-11-14,178.070007,2018-02-14,179.520004,,,
350,GOOGL,ALPHABET INC,2017-11-14,1041.640015,2018-02-14,1072.699951,,,
351,IBM,INTERNATIONAL BUSINESS MACHS,2017-11-14,144.261078,2018-02-14,151.424927,,,
352,IEP,ICAHN ENTERPRISES LP,2017-11-14,49.011032,2018-02-14,51.912579,,,
353,JPM,JPMORGAN CHASE & CO,2017-11-14,95.75730899999999,2018-02-14,113.831024,,,
354,KHC,KRAFT HEINZ CO,2017-11-14,76.38166,2018-02-14,69.756851,,,
355,KO,COCA COLA CO,2017-11-14,45.831169,2018-02-14,42.962784,,,
356,MSFT,MICROSOFT CORP,2017-11-14,82.562035,2018-02-14,90.071472,,,
357,PCLN,PRICELINE GRP INC,2017-11-14,1719.5,2018-02-14,,,,
358,PSX,PHILLIPS 66,2017-11-14,90.203209,2018-02-14,91.38005799999999,,,
359,SPY,SPDR S&P 500 ETF TR,2017-11-14,253.108963,2018-02-14,266.109619,,,
360,USB,US BANCORP DEL,2017-11-14,50.923862,2018-02-14,54.646221,,,
361,WFC,WELLS FARGO & CO NEW,2017-11-14,52.930836,2018-02-14,58.675617,,,
362,AAPL,APPLE INC,2018-02-14,166.144394,2018-05-15,185.788422,,,
363,AMZN,AMAZON COM INC,2018-02-14,1451.050049,2018-05-15,1576.119995,,,
364,AXP,AMERICAN EXPRESS CO,2018-02-14,95.52713,2018-05-15,100.379623,,,
365,BABA,ALIBABA GROUP HLDG LTD,2018-02-14,186.759995,2018-05-15,196.610001,,,
366,BAC,BANK AMER CORP,2018-02-14,31.597902,2018-05-15,30.943378000000003,,,
367,FB,FACEBOOK INC,2018-02-14,179.520004,2018-05-15,184.320007,,,
368,GE,GENERAL ELECTRIC CO,2018-02-14,14.509398999999998,2018-05-15,14.442925,,,
369,GOOG,ALPHABET INC,2018-02-14,1069.699951,2018-05-15,1079.22998,,,
370,GOOGL,ALPHABET INC,2018-02-14,1072.699951,2018-05-15,1084.869995,,,
371,IEP,ICAHN ENTERPRISES LP,2018-02-14,51.912579,2018-05-15,65.46682,,,
372,JPM,JPMORGAN CHASE & CO,2018-02-14,113.831024,2018-05-15,112.419083,,,
373,KHC,KRAFT HEINZ CO,2018-02-14,69.756851,2018-05-15,57.799746999999996,,,
374,KO,COCA COLA CO,2018-02-14,42.962784,2018-05-15,41.002949,,,
375,MSFT,MICROSOFT CORP,2018-02-14,90.071472,2018-05-15,96.528534,,,
376,PSX,PHILLIPS 66,2018-02-14,91.38005799999999,2018-05-15,116.728729,,,
377,QQQ,POWERSHARES QQQ TRUST,2018-02-14,162.069611,2018-05-15,167.511459,,,
378,SPY,SPDR S&P 500 ETF TR,2018-02-14,266.109619,2018-05-15,268.671906,,,
379,USB,US BANCORP DEL,2018-02-14,54.646221,2018-05-15,50.812233,,,
380,WFC,WELLS FARGO & CO NEW,2018-02-14,58.675617,2018-05-15,54.352256999999994,,,
381,WFC,WELLS FARGO CO NEW,2018-02-14,58.675617,2018-05-15,54.352256999999994,,,
382,AAPL,APPLE INC,2018-05-15,185.788422,2018-08-14,209.75,,,
383,AMZN,AMAZON COM INC,2018-05-15,1576.119995,2018-08-14,1919.6500239999998,,,
384,AXP,AMERICAN EXPRESS CO,2018-05-15,100.379623,2018-08-14,102.18,,,
385,BABA,ALIBABA GROUP HLDG LTD,2018-05-15,196.610001,2018-08-14,172.529999,,,
386,BAC,BANK AMER CORP,2018-05-15,30.943378000000003,2018-08-14,30.641878000000002,,,
387,BKNG,BOOKING HLDGS INC,2018-05-15,2067.75,2018-08-14,1833.550049,,,
388,FB,FACEBOOK INC,2018-05-15,184.320007,2018-08-14,181.110001,,,
389,GOOGL,ALPHABET INC,2018-05-15,1084.869995,2018-08-14,1258.140015,,,
390,GS,GOLDMAN SACHS GROUP INC,2018-05-15,239.91429100000002,2018-08-14,228.802277,,,
391,IEP,ICAHN ENTERPRISES LP,2018-05-15,65.46682,2018-08-14,78.790001,,,
392,IWM,ISHARES TR,2018-05-15,158.685349,2018-08-14,168.199997,,,
393,JPM,JPMORGAN CHASE & CO,2018-05-15,112.419083,2018-08-14,114.650002,,,
394,KHC,KRAFT HEINZ CO,2018-05-15,57.799746999999996,2018-08-14,58.890453,,,
395,KO,COCA COLA CO,2018-05-15,41.002949,2018-08-14,45.502953000000005,,,
396,MSFT,MICROSOFT CORP,2018-05-15,96.528534,2018-08-14,109.139999,,,
397,PSX,PHILLIPS 66,2018-05-15,116.728729,2018-08-14,120.101891,,,
398,QQQ,POWERSHARES QQQ TRUST,2018-05-15,167.511459,2018-08-14,181.449997,,,
399,SPY,SPDR S&P 500 ETF TR,2018-05-15,268.671906,2018-08-14,282.620636,,,
400,USB,US BANCORP DEL,2018-05-15,50.812233,2018-08-14,53.169998,,,
401,WFC,WELLS FARGO & CO NEW,2018-05-15,54.352256999999994,2018-08-14,58.07,,,
402,AAPL,APPLE INC,2018-08-14,209.75,,,,,
403,AMZN,AMAZON COM INC,2018-08-14,1919.6500239999998,,,,,
404,AXP,AMERICAN EXPRESS CO,2018-08-14,102.18,,,,,
405,BABA,ALIBABA GROUP HLDG LTD,2018-08-14,172.529999,,,,,
406,BAC,BANK AMER CORP,2018-08-14,30.641878000000002,,,,,
407,BKNG,BOOKING HLDGS INC,2018-08-14,1833.550049,,,,,
408,FB,FACEBOOK INC,2018-08-14,181.110001,,,,,
409,GOOGL,ALPHABET INC,2018-08-14,1258.140015,,,,,
410,IEP,ICAHN ENTERPRISES LP,2018-08-14,78.790001,,,,,
411,IWM,ISHARES TR,2018-08-14,168.199997,,,,,
412,JPM,JPMORGAN CHASE & CO,2018-08-14,114.650002,,,,,
413,KHC,KRAFT HEINZ CO,2018-08-14,58.890453,,,,,
414,KO,COCA COLA CO,2018-08-14,45.502953000000005,,,,,
415,MSFT,MICROSOFT CORP,2018-08-14,109.139999,,,,,
416,NFLX,NETFLIX INC,2018-08-14,337.48999,,,,,
417,QQQ,INVESCO QQQ TR,2018-08-14,181.449997,,,,,
418,SPY,SPDR S&P 500 ETF TR,2018-08-14,282.620636,,,,,
419,USB,US BANCORP DEL,2018-08-14,53.169998,,,,,
420,WFC,WELLS FARGO & CO NEW,2018-08-14,58.07,,,,,
421,WFC,WELLS FARGO CO NEW,2018-08-14,58.07,,,,,
